Price,Close,High,Low,Open,Volume
Ticker,CMCSA,CMCSA,CMCSA,CMCSA,CMCSA
Date,,,,,
2010-01-04,6.087093830108643,6.144485351818024,6.008180658798469,6.008180658798469,27146800
2010-01-05,6.004592418670654,6.090679684252652,5.936439743524618,6.072745093816691,35493000
2010-01-06,5.961551666259766,6.02611662981605,5.929268842401092,6.018943201083838,27741400
2010-01-07,6.087093830108643,6.119376646590283,5.936440914581289,5.993832436290671,30214800
2010-01-08,6.069159030914307,6.122963495177412,6.02970210451295,6.072746086419964,25454000
2010-01-11,6.029702663421631,6.097855356024619,6.001006900877365,6.05122499845054,38109200
2010-01-12,5.922092437744141,6.008179706665728,5.886222571319948,6.008179706665728,36282000
2010-01-13,6.015356063842773,6.044051830869386,5.961551586188006,5.983073240417702,31533800
2010-01-14,5.979485034942627,6.0368765579669335,5.9579633848487425,6.033289502257799,34823600
2010-01-15,5.9651360511779785,6.033288732635957,5.879048777623034,6.004592974784308,43236000
2010-01-19,6.029702663421631,6.047637942612389,5.96155065497959,6.001006900877365,25319000
2010-01-20,5.925681114196777,5.975898530434738,5.810898057560876,5.947202766275763,43376400
2010-01-21,5.739157676696777,5.947202115110599,5.681766154662682,5.925680465388041,65772600
2010-01-22,5.685354709625244,5.875463919937561,5.671006825332963,5.742746246794368,56665000
2010-01-25,5.742743968963623,5.80013548336869,5.653069642185605,5.6925262228189855,30493200
2010-01-26,5.631547451019287,5.757091298752092,5.588503816761149,5.706873896491129,42569400
2010-01-27,5.685354709625244,5.771442015378931,5.5885062340919385,5.606441174977426,40780000
2010-01-28,5.602851867675781,5.782200862404251,5.577743165770784,5.728396061361588,38618800
2010-01-29,5.678177356719971,5.78578625647489,5.563394347871871,5.649481604507946,54386600
2010-02-01,5.717635631561279,5.775027495140494,5.688939870811898,5.7678533839129225,32681400
2010-02-02,5.843181133270264,5.864702786290347,5.681767025217101,5.685354081413951,38526400
2010-02-03,5.728396892547607,5.954376268723248,5.685353250716122,5.932854618847734,58379600
2010-02-04,5.566983222961426,5.721222856021197,5.566983222961426,5.667418388548329,45437200
2010-02-05,5.531114101409912,5.642310107182926,5.434265636303892,5.5633969231119185,53431200
2010-02-08,5.455788612365723,5.549050038032282,5.452201555513801,5.541875924328437,31328000
2010-02-09,5.520352363586426,5.631548351003544,5.4773087224494335,5.516765307971563,48789400
2010-02-10,5.491656303405762,5.538286655534729,5.445025609196361,5.538286655534729,43407200
2010-02-11,5.498830318450928,5.534700190089483,5.419916806094376,5.473721613552208,36472000
2010-02-12,5.502416610717773,5.513177433884384,5.416329341224086,5.43426393247497,55095600
2010-02-16,5.620787143707275,5.635135023109804,5.541873635953155,5.5920913849022185,40474600
2010-02-17,5.617201328277588,5.656658261904586,5.59567967546332,5.656658261904586,26798200
2010-02-18,5.642308712005615,5.667417757165396,5.595678361166932,5.631547888125952,25432600
2010-02-19,5.739157676696777,5.753505899285756,5.577743935455771,5.6100267521200635,51955000
2010-02-22,5.807310581207275,5.8431804548501,5.742744945482379,5.775027763344827,39578000
2010-02-23,5.789373397827148,5.8503519577121,5.749917165544446,5.775025863586359,34481600
2010-02-24,5.889810562133789,5.907745156114881,5.775027518668623,5.836006096029606,53823600
2010-02-25,5.789373397827148,5.832417368870935,5.7212210708218025,5.796547507027898,46155800
2010-02-26,5.896983623504639,5.90774410431316,5.764265325526348,5.821656837041073,43478000
2010-03-01,6.036876201629639,6.0583978504531695,5.918506106858896,5.918506106858896,46009200
2010-03-02,6.026116371154785,6.087094959808088,5.990247176550163,6.036877540032791,44590800
