Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2010-01-04,28.69095230102539,28.784693850638263,27.900862833660756,27.98121273332893,35460500
2010-01-05,29.246702194213867,29.3538328685657,28.644090554611854,28.65078765849452,41208300
2010-01-06,29.407394409179688,29.521222177662043,28.99896050421597,29.092699516968185,27729000
2010-01-07,29.989917755126953,30.21087361955256,29.199828195406084,29.320350504800544,44864700
2010-01-08,29.91626739501953,29.929659047624593,29.514528033654063,29.708700610935985,33110100
2010-01-11,29.815820693969727,30.257734856285754,29.668517675994824,30.210865365903423,31878700
2010-01-12,29.119487762451172,29.56140215054494,28.75122364387556,29.454271467194843,47109600
2010-01-13,29.62834930419922,29.815827307312375,28.704345831062806,29.1596517422201,39622000
2010-01-14,29.922962188720703,29.9899204522931,29.52791737333161,29.59487563690401,37938300
2010-01-15,29.246702194213867,29.748877709149962,29.019049191941637,29.661833238052616,69738500
2010-01-19,28.978858947753906,29.293556255151778,28.72442532672985,29.059208826788726,41731500
2010-01-20,29.059215545654297,29.24669353169207,28.59721257406694,28.798082209706838,39934400
2010-01-21,27.14426040649414,28.891831561613582,26.99695477527436,28.818178746003692,137547700
2010-01-22,26.22024917602539,27.586166758580788,25.992596245599493,27.21790534135547,106634900
2010-01-25,26.253734588623047,26.70904058069427,26.005995389883218,26.621996111981534,56572200
2010-01-26,25.738161087036133,26.675556146413967,25.63103044203833,26.113119621626478,52975300
2010-01-27,26.33407974243164,26.441210394462285,25.49042362276861,25.677901625273186,66314300
2010-01-28,26.434513092041016,26.809471648410437,25.925643137293275,26.568427044615536,65047400
2010-01-29,26.07295036315918,26.68225651849593,25.979211347599158,26.54834509866539,53649000
2010-02-01,26.534948348999023,26.735817994358317,26.07964245728003,26.180076002861615,37408200
2010-02-02,27.150955200195312,27.237999669807742,26.5818239813221,26.648779693825993,45968500
2010-02-03,26.976863861083984,27.519211673679163,26.896513955798873,27.171038967561973,37373300
2010-02-04,25.677900314331055,26.7291205818998,25.67790031433106,26.64207868757858,57211800
2010-02-05,25.64441680908203,26.032766913569887,24.794066372126878,25.87206970207944,75224100
2010-02-08,25.242677688598633,25.637722340763222,24.98824150054461,25.637722340763222,58321000
2010-02-09,25.704687118530273,25.912253891998596,25.336425630412513,25.570773153524787,45173500
2010-02-10,26.026084899902344,26.447913089672276,25.791737324584048,25.872084699807893,39331800
2010-02-11,26.12652015686035,26.360867724305745,25.684605776679803,26.005997820975026,33830600
2010-02-12,26.07964324951172,26.23364340077184,25.684598494819692,25.89216269451124,38051100
2010-02-16,26.82956314086914,26.876432650388267,25.945734455370328,26.33408473903932,46425300
2010-02-17,26.809476852416992,27.08399935909423,26.62199626074219,26.95677993006549,34644100
2010-02-18,27.05721092224121,27.124166621731767,26.62868831543075,26.742513515403935,31809500
2010-02-19,26.802780151367188,27.25139160318266,26.715738235057028,26.85634676527812,40290200
