Price,Close,High,Low,Open,Volume
Ticker,UNH,UNH,UNH,UNH,UNH
Date,,,,,
2010-01-04,24.762821197509766,24.81779708996341,24.32301106191916,24.645014001702556,12199500
2010-01-05,24.723548889160156,25.108381591608683,24.566475142150043,24.919892196408213,11180700
2010-01-06,24.967023849487305,25.179075050312072,24.66858108581221,24.81780246764976,9761100
2010-01-07,25.925168991088867,25.956584639303795,24.80994044310892,24.80994044310892,11789800
2010-01-08,25.68171501159668,25.854495150817236,25.398980061647443,25.8073746564672,7228700
2010-01-11,25.854496002197266,26.019426725740274,25.681715857287116,25.689568274616615,7206900
2010-01-12,25.171222686767578,25.846644446181653,24.7706834784438,25.681716713104947,13121500
2010-01-13,25.556053161621094,25.56390557801447,24.88063150523498,25.12409685891656,8797200
2010-01-14,26.168642044067383,26.1764974559848,25.39112403810532,25.666003535978408,8818300
2010-01-15,26.50635528564453,26.694846241454663,25.995861318795424,26.34142757178698,19382000
2010-01-19,27.590167999267578,28.194905868418815,27.095381925241707,27.142505407136174,26477900
2010-01-20,27.13465118408203,28.32841914737682,26.93045541218509,28.226319763447425,26854700
2010-01-21,25.995864868164062,28.02998260469024,25.917328706831395,27.8257867876478,29192700
2010-01-22,26.04298210144043,26.789087438576544,25.99585861839247,26.561328431120778,21021600
2010-01-25,25.91732406616211,26.482793913586207,25.88590840886922,26.357134280376627,10925800
2010-01-26,25.477508544921875,25.84663495131847,25.477508544921875,25.532484435751833,11057200
2010-01-27,26.105817794799805,26.333573844529326,25.218344855493196,25.398980410225995,14387100
2010-01-28,26.255027770996094,26.773373991889645,25.948732685371883,26.176491645027227,16742100
2010-01-29,25.91732406616211,26.545622232210007,25.88590840886922,26.247179479851514,11931500
2010-02-01,26.019428253173828,26.239331902857163,25.304738395740465,25.940889095456544,13710200
2010-02-02,26.741962432861328,26.796938328639428,25.862345104450107,26.02727279178441,12114600
2010-02-03,26.168642044067383,26.741964279603984,25.77595533512764,26.741964279603984,8410400
2010-02-04,25.493223190307617,26.105816559948945,25.438247284770366,26.105816559948945,10648500
2010-02-05,25.556053161621094,25.626736893009454,25.006291139262956,25.461806189128616,12666000
2010-02-08,25.45393943786621,25.878041587355202,25.312572054703214,25.312572054703214,9558200
2010-02-09,25.91732406616211,25.964447552101444,25.131950609611742,25.69742045703584,11236500
2010-02-10,25.689556121826172,26.050827067326093,25.367553236322166,25.917315064147793,10755200
2010-02-11,26.01156234741211,26.07439364824234,25.477508274200446,25.68955942056049,7857600
2010-02-12,25.273311614990234,25.79951025839125,25.155504428218645,25.744534370154167,11688700
2010-02-16,24.841365814208984,25.603177651765368,24.652876333720226,25.391129420435018,13934200
2010-02-17,25.563905715942383,26.082252083599723,24.880631639476345,24.880631639476345,11690900
2010-02-18,25.67384910583496,25.909463465140167,25.226186616692722,25.312578148976492,10327100
2010-02-19,25.084827423095703,25.736687300967283,24.99843586764905,25.461804806731404,11508200
2010-02-22,25.980146408081055,26.011559058563098,25.037696488537666,25.21833345962388,16338800
2010-02-23,25.768098831176758,26.05083070015127,25.414680250006924,25.8152193113585,10746500
2010-02-24,26.404251098632812,26.435666751557104,25.414681999210075,25.823076499341198,10982600
2010-02-25,26.27073860168457,26.686985509683044,25.791660388951946,26.16863922947233,14779500
2010-02-26,26.592744827270508,26.93830805802971,26.200058112150653,26.325717741150534,9684700
2010-03-01,26.734106063842773,27.26816011181791,26.33356402988083,26.702690414912194,10970800
2010-03-02,26.663421630859375,26.99327694782898,26.39639461409113,26.789081227223193,7081500
2010-03-03,26.781230926513672,26.977574270537854,26.52205927030182,26.74196285690117,8089700
2010-03-04,25.878049850463867,26.781227313553643,25.461799980033454,26.741959249238654,17386600
2010-03-05,26.498493194580078,26.537761255548453,25.88590005882159,25.94087594336952,8133300
2010-03-08,25.995864868164062,26.57704264829833,25.94088895603869,26.498506486965667,7734800
2010-03-09,25.980146408081055,26.2707336477763,25.97229099848984,26.058682528227575,8770800
2010-03-10,26.105817794799805,26.349281674848996,25.870203335967002,25.933034657245695,7419000
2010-03-11,26.310007095336914,26.357130574650842,25.870196942958255,25.988004143262295,14678000
2010-03-12,25.846637725830078,26.49849906701854,25.744538347916844,26.45137558583666,9450400
2010-03-15,25.54819679260254,25.74454015066671,25.076973931633276,25.74454015066671,13520100
2010-03-16,25.956594467163086,26.003717957327687,25.20263660030291,25.249760090467515,12932100
2010-03-17,25.720983505249023,26.042986537689984,25.336149151374556,26.042986537689984,10614400
2010-03-18,26.380687713623047,26.459223840614523,25.116236295716316,25.493215098005575,15407200
2010-03-19,27.008995056152344,27.25246192754571,26.48279623225466,27.008995056152344,21827600
2010-03-22,26.152938842773438,27.61373413780479,26.082255102821524,27.071827462148345,20218800
2010-03-23,26.04298210144043,26.278593524756626,25.885906820575702,26.200057382305157,11409500
2010-03-24,25.69742202758789,26.18435276153956,25.69742202758789,26.027277461437105,10825800
2010-03-25,26.01156234741211,26.12151412790369,25.603167879899583,25.72882748559872,14786200
2010-03-26,25.62674331665039,26.12938197875451,25.60318006963987,25.995866898904055,8751000
2010-03-29,25.791662216186523,25.933029665892164,25.540342971367984,25.65029476648088,7967200
2010-03-30,25.964454650878906,26.145090235756488,25.603180485160948,25.752403400119277,7253100
2010-03-31,25.658138275146484,26.00370436378297,25.524626283417426,25.838776728366838,6961600
2010-04-01,25.93328094482422,25.93328094482422,25.563815255804254,25.7839209435361,6713400
2010-04-05,26.05120086669922,26.114089937577127,25.76034641067877,26.035478598979743,6722000
2010-04-06,26.263452529907227,26.727249030083815,26.137677360302558,26.15339963134271,9430900
2010-04-07,25.88612174987793,26.35777779017254,25.73676470348503,26.35777779017254,8395900
2010-04-08,25.642423629760742,25.90969610775951,25.312265097434963,25.815365526911442,11174600
2010-04-09,25.359432220458984,25.7131756935112,24.848472091575104,25.67387152955329,12831400
2010-04-12,25.359432220458984,25.45376581241657,25.162908401953917,25.296546157869418,8763300
2010-04-13,25.280820846557617,25.68959069964296,25.02140949736068,25.500926537174674,11119100
