Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
2010-01-04,12.232425689697266,12.279203936602356,11.78803568991646,11.88159144021163,180845200
2010-01-05,12.63004207611084,12.637837089426132,12.240225237493833,12.27141049536137,209521300
2010-01-06,12.778167724609375,12.895113711675034,12.497501221929783,12.63783372975458,205257900
2010-01-07,13.199172973632812,13.401877517775455,12.871727400330135,13.004264929691466,320868400
2010-01-08,13.082228660583496,13.331710723021018,12.965282642664317,13.238154206091753,220104700
2010-01-11,13.199172973632812,13.362895016768967,13.035449443466291,13.245950487810232,168991600
2010-01-12,12.754785537719727,13.0588416739805,12.606654976989567,13.035452168487105,223486800
2010-01-13,12.957489013671875,13.082230058217286,12.591060894167999,12.809358465637743,192609900
2010-01-14,13.113408088684082,13.191371574714355,12.949686106347341,12.965277613929546,142634200
2010-01-15,12.676817893981934,12.980873931604593,12.65342839607627,12.973077432302706,195117100
2010-01-19,12.72359848022461,12.840543023977961,12.349375345401663,12.520893910437875,181616500
2010-01-20,12.8561372756958,12.965285328868386,12.614451663514775,12.645636184265214,288741100
2010-01-21,12.060908317565918,12.988670152679413,11.850407302014617,12.832743144042116,551285500
2010-01-22,11.6165189743042,12.099891571447241,11.468389189932422,11.897187029873084,369620800
2010-01-25,11.678890228271484,11.904984284482413,11.515168176833589,11.81922426494993,262351600
2010-01-26,11.515166282653809,11.8270188200688,11.476184529598159,11.647703053418857,212380600
2010-01-27,11.842611312866211,11.920574820542255,11.444999505560702,11.46838826045747,258716200
2010-01-28,11.982946395874023,12.154465681919111,11.702279081585388,12.006335152852616,232729500
2010-01-29,11.834813117980957,12.123276847311256,11.764646124235622,12.076498603642714,175135300
2010-02-01,12.021926879882812,12.037519135045365,11.795833603662556,11.897185864521996,159503300
2010-02-02,12.162262916564941,12.224633434617871,11.936169602744263,12.045317637579279,171404800
2010-02-03,12.107684135437012,12.318185121608021,12.09988838090529,12.138869384108832,130861600
2010-02-04,11.49957275390625,12.029722786587426,11.483979755996774,11.967352281979649,252558700
2010-02-05,11.694480895996094,11.74125914672671,11.156535101926906,11.569739885401214,297683300
2010-02-08,11.28907299041748,11.663296802922861,11.265684234484377,11.647703803290696,208207300
2010-02-09,11.28127384185791,11.522959315360934,11.109754615055335,11.437200073717106,251522100
2010-02-10,11.437204360961914,11.624315909331855,11.273481570259415,11.312463328715285,175741800
2010-02-11,11.40601921081543,11.538556744710242,11.335852193634034,11.437204469172139,141086300
2010-02-12,11.265682220458984,11.335849219229315,11.133144721340583,11.281275217303508,162819300
2010-02-16,11.819221496582031,11.936166747594203,11.398220228671315,11.429405480238218,205493300
2010-02-17,12.209044456481934,12.38056380940431,11.889395260250781,11.967358805265171,261541900
2010-02-18,12.380558967590332,12.474114738910338,12.08429865331939,12.099891653630312,242140300
2010-02-19,12.380558967590332,12.505300739532185,12.248021439008195,12.26361369580394,216078200
2010-02-22,12.637836456298828,12.785966981385018,12.442929162027538,12.442929162027538,173773200
2010-02-23,12.42733383178711,12.770371586819348,12.310389328450327,12.567668574118281,210478400
2010-02-24,12.731393814086914,12.754783315505252,12.442929988230956,12.458522245661305,191571600
2010-02-25,12.902910232543945,12.918503230914396,12.435131434156705,12.513094195463703,287325100
2010-02-26,12.988670349121094,13.12900436161105,12.793762328891749,12.918503342876114,343669400
2010-03-01,13.027649879455566,13.144595867941606,12.918501876367277,13.051039374558776,170931100
