Price,Close,High,Low,Open,Volume,SMA_25,SMA_50,EMA_25,EMA_50
Ticker,HD,HD,HD,HD,HD,,,,
Date,,,,,,,,,
2010-03-16,22.530590057373047,22.7105593871044,22.392152720765672,22.57212205049703,13690400,21.285994873046874,20.3752486038208,21.41847409514871,20.78776155574883
2010-03-17,22.50983428955078,22.592895668198587,22.38524090134226,22.489069605007234,14730700,21.392956466674804,20.431477661132813,21.502424879333486,20.855293819819494
2010-03-18,22.42677116394043,22.53752054033508,22.30909846625482,22.461379848974993,17763500,21.5026416015625,20.483159713745117,21.573528439687866,20.916920382334037
2010-03-19,22.39908218383789,22.544440238934126,22.219112804741624,22.39908218383789,22430600,21.60187515258789,20.53566207885742,21.637032573853254,20.975044374549874
2010-03-22,22.613656997680664,22.69672100447835,22.24680020931385,22.24680020931385,11737300,21.709416732788085,20.587784004211425,21.712157529532288,21.039303693104024
2010-03-23,22.558286666870117,22.585974672859017,22.33678789990609,22.558286666870117,11511400,21.802651290893554,20.6407222366333,21.777244386250583,21.098871652859557
2010-03-24,22.371389389038086,22.565200087653558,22.316016035350554,22.454450739805758,11804400,21.872469863891602,20.701190605163575,21.82294784800347,21.148774309180283
2010-03-25,22.579042434692383,22.78669711665941,22.46829309494513,22.49598109000008,12956600,21.94289924621582,20.76828552246094,21.881108970056463,21.204863255278795
2010-03-26,22.669029235839844,22.82823126170809,22.58596788331571,22.61365324050856,12346300,22.021050491333007,20.83511890411377,21.94171822127057,21.262281529026286
2010-03-29,22.56519889831543,22.765932905857266,22.495981549736047,22.689792238136388,8929400,22.09037658691406,20.89753967285156,21.989678273350943,21.31337632782194
2010-03-30,22.62750244140625,22.75901914031735,22.495988382968548,22.53752038901522,8666400,22.15037696838379,20.95749610900879,22.03874167089366,21.364910685217403
2010-03-31,22.39215660095215,22.592890641793065,22.288330560859734,22.523673281731455,10342100,22.184198989868165,21.008485870361326,22.065927434744314,21.40519483877563
2010-04-01,22.412931442260742,22.58597754095537,22.260650030457818,22.433696129152445,9432500,22.218852005004884,21.062914237976074,22.09262005070712,21.44471392126524
2010-04-05,22.60673713684082,22.662113143379983,22.260645017391038,22.39215907221156,11381200,22.26565460205078,21.123692169189454,22.13216751887125,21.49028345913095
2010-04-06,22.530590057373047,22.655183396272424,22.44060539250737,22.57904272911474,9399600,22.30309013366699,21.193390731811522,22.16281540644831,21.531079796316916
2010-04-07,22.572126388549805,22.648267070340683,22.41292434502028,22.495985706758926,11070100,22.344110946655274,21.26529411315918,22.194300866609964,21.57190515287507
2010-04-08,22.821311950683594,22.897452628592404,22.42676720194972,22.468296560465106,13825000,22.392076034545898,21.340669746398927,22.242532488461784,21.620901497887168
2010-04-09,23.015125274658203,23.118953963665508,22.731329850574582,22.862843901573687,13060700,22.448617935180664,21.418409957885743,22.301962702784586,21.675576940113483
2010-04-12,23.174320220947266,23.23661688715166,22.9389775531165,22.99435354106371,12251500,22.501634063720704,21.50620475769043,22.369067127258642,21.73435118642069
2010-04-13,23.769617080688477,23.963427905888643,23.1258852507314,23.1258852507314,30322500,22.574064636230467,21.5966987991333,22.47680173906094,21.814165535215505
