Price,Close,High,Low,Open,Volume,SMA_25,SMA_50,EMA_25,EMA_50
Ticker,PG,PG,PG,PG,PG,,,,
Date,,,,,,,,,
2010-03-16,40.49979019165039,40.73566354116775,40.42966581378493,40.6209150013578,8939300,40.25168716430664,39.54672180175781,40.1788815718796,39.77627636385194
2010-03-17,40.805789947509766,40.81853762426951,40.39779376799578,40.65916491459257,10135400,40.309061431884764,39.58912422180176,40.22710529308193,39.81664944556401
2010-03-18,40.62730026245117,40.88229519785361,40.57630224810474,40.73567499466943,8867400,40.361590270996096,39.627703475952146,40.257889521494945,39.848439673677234
2010-03-19,40.69739532470703,40.79939371171298,40.49339855069514,40.69739532470703,17458100,40.40952880859375,39.67135589599609,40.29169766020357,39.88173205214899
2010-03-22,40.72291946411133,40.863165808777744,40.49342235050381,40.49342235050381,9648000,40.46358825683594,39.71969596862793,40.32486856819647,39.914719793794575
2010-03-23,41.13727951049805,41.16915599516333,40.58266320936988,40.75478601285814,11807900,40.50693725585938,39.777336273193356,40.38736171760429,39.96266331209667
2010-03-24,40.55079650878906,41.05441490306547,40.46792201093521,41.0097907346445,11732100,40.5263166809082,39.8262850189209,40.399933624618505,39.98572735902579
2010-03-25,40.557167053222656,40.87591490893446,40.53166926750677,40.761163929957306,8203200,40.532181091308594,39.86662635803223,40.4120285037419,40.008136758798216
2010-03-26,40.60179901123047,40.75479791406575,40.416928478091464,40.59542517153674,10630300,40.53830078125,39.899885177612305,40.42662623508718,40.03141763144262
2010-03-29,40.62730026245117,40.82492334365204,40.538051913468564,40.62730026245117,8176700,40.546205596923826,39.93289459228516,40.44206269873056,40.05478557775669
2010-03-30,40.582679748535156,40.78030284756171,40.48705511923691,40.62730392705158,6113600,40.55768081665039,39.97463241577148,40.45287939486938,40.07548730994408
2010-03-31,40.33405303955078,40.589047962607076,40.276678756291986,40.49979961794562,8193800,40.541871032714845,40.000004577636716,40.443738905998714,40.08562714247768
2010-04-01,40.391422271728516,40.60816926673069,40.289423828894236,40.46154665714609,10554900,40.53320129394531,40.03710678100586,40.439714549516395,40.09761910833066
2010-04-05,40.64643859863281,40.729313137089605,40.353193224814625,40.4105675311561,8579800,40.54544158935547,40.08708641052246,40.45561639944843,40.11914144128369
2010-04-06,40.232051849365234,40.53804719533511,40.16830129905807,40.53167335622181,11052300,40.53524169921875,40.12278564453125,40.438419126365105,40.123569300424144
2010-04-07,39.84318161010742,40.16192706298828,39.65830866379617,40.104552784196336,14043500,40.50438735961914,40.14662796020508,40.39263162511452,40.11257370472545
2010-04-08,39.88143539428711,40.06630592477631,39.60093781508208,39.811310999485855,8458800,40.479142608642576,40.170470275878905,40.3533088381278,40.10350945725728
2010-04-09,39.989803314208984,40.16192614665769,39.84955453995417,39.88780486888769,9146700,40.45517272949219,40.19494995117188,40.325346874749435,40.09905039282401
2010-04-12,39.970664978027344,40.149161585130216,39.78579210248001,39.811292312590105,9164400,40.429927368164066,40.20795455932617,40.29806365192466,40.09401567067513
2010-04-13,40.16192626953125,40.37867327048147,39.89418126168173,39.906928939530474,11229400,40.425082244873046,40.22644172668457,40.28759154558671,40.096678831414586
2010-04-14,40.28305435180664,40.30855457477434,39.97705897169951,40.1109314945273,7685600,40.422277221679686,40.2417414855957,40.28724253068055,40.10398767535153
2010-04-15,40.16192626953125,40.25117460548109,39.98342959763157,40.18105021813914,11314800,40.42202255249023,40.24301658630371,40.27760281828446,40.10625977708407
2010-04-16,40.06631088256836,40.47430719082147,39.926064507446824,40.034436816942346,12568700,40.413863067626956,40.24556648254394,40.26134959246015,40.10469315376973
2010-04-19,40.30219268798828,40.32131664496839,39.9706969865967,40.04719524635296,9548900,40.41131378173828,40.26877159118652,40.26449136903924,40.11243823354301
2010-04-20,40.28305435180664,40.47430359222931,40.18105589177093,40.46155348074546,11230400,40.398309326171876,40.29286888122559,40.26591929079058,40.11912906171021
2010-04-21,40.56354522705078,40.58266917519377,40.238423517611686,40.295797793875366,9858500,40.40085952758789,40.326273345947264,40.28881359357983,40.13655714662553
2010-04-22,40.538047790527344,40.63367240147466,40.30855066972168,40.48704734953281,8372900,40.39014984130859,40.34960563659668,40.30798545488349,40.15230187775894
2010-04-23,40.50617599487305,40.56992411784448,40.28942897220117,40.467925661989185,8452600,40.38530487060547,40.37344757080078,40.323230881036544,40.166179294116354
2010-04-26,40.761173248291016,40.79942358336107,40.41692996000112,40.44880402330859,9262400,40.387855987548825,40.39869239807129,40.35691875544074,40.189512390358495
2010-04-27,40.232051849365234,40.73567025353506,40.187427680067636,40.31492634884713,12849900,40.368221282958984,40.41590476989746,40.34731360881955,40.19118060443719
2010-04-28,40.58024215698242,40.766537989164846,40.092021216335326,40.24619766896427,13090000,40.345939788818356,40.42643852233887,40.365231189447464,40.20643792022328
