Price,Close,High,Low,Open,Volume,SMA_25,SMA_50,EMA_25,EMA_50
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,,,,
Date,,,,,,,,,
2010-03-16,22.093175888061523,22.183443420671466,21.96529568788363,22.130787120852904,36723500,21.539180908203125,21.878869438171385,21.721496982619602,21.91430178959234
2010-03-17,22.288759231567383,22.46929719235145,22.115745240157484,22.190969151354714,50385700,21.59184860229492,21.861177711486818,21.76513254023097,21.92898639515999
2010-03-18,22.273706436157227,22.356451413142764,22.190960024395512,22.288750064387937,43845200,21.64451316833496,21.84303527832031,21.804253609148375,21.942504828140276
2010-03-19,22.258665084838867,22.491857861226432,22.07812860297981,22.386545272169418,81332100,21.692682876586915,21.82743709564209,21.839208338047644,21.954903269579436
2010-03-22,22.26618766784668,22.341411560818486,22.108217349128235,22.19096377487487,37718200,21.746844024658202,21.816781311035157,21.87205290187834,21.967110500884036
2010-03-23,22.47681427001953,22.491859336522065,22.12326381586903,22.25866654483882,42026600,21.792880783081056,21.807193298339843,21.918573007119974,21.98709888398739
2010-03-24,22.30379867553711,22.45424645998725,22.26618744681278,22.356454969661737,33987700,21.824775772094725,21.799985122680663,21.948205750844373,21.999518483656008
2010-03-25,22.574607849121094,22.995859706600253,22.416637505831005,22.43920510766577,73168700,21.85606903076172,21.801188125610352,21.99639052763489,22.022071007791894
2010-03-26,22.311328887939453,22.717537184908483,22.258672575690188,22.634790731501408,55595500,21.882848815917967,21.79293254852295,22.020616555350628,22.033414454072194
2010-03-29,22.258665084838867,22.43167903394008,22.22857495380748,22.34893260838019,33336000,21.908725662231447,21.774489288330077,22.038927980695878,22.042247812141476
2010-03-30,22.394062042236328,22.46176338485886,22.190958014368736,22.288748045503475,34954800,21.95205421447754,21.760251388549804,22.06624598542976,22.056044448615783
2010-03-31,22.032997131347656,22.356457464897428,21.942728163647242,22.29627863135601,63760000,21.97191345214844,21.735198402404784,22.063688381269596,22.05514063225233
2010-04-01,21.935211181640625,22.221061789390074,21.529004311124204,22.078136485515348,74768100,21.988763885498045,21.71582664489746,22.053805519759678,22.050437516542065
2010-04-05,22.017953872680664,22.138311549648904,21.837417357228304,21.912639829250942,34331200,22.006817779541016,21.706794967651366,22.0510477007536,22.049163648155343
2010-04-06,22.055566787719727,22.25114838637636,21.799806345997727,21.92768656685873,47366800,22.015844650268555,21.7142391204834,22.05139532282792,22.049414751667673
2010-04-07,22.078126907348633,22.23609577880192,21.920156601119036,21.935201665479248,58318800,22.042624053955077,21.716743507385253,22.053451598560283,22.050540718557123
2010-04-08,22.50690460205078,22.552038367180987,22.040517579783568,22.055562646419144,63713800,22.086554565429687,21.725127983093262,22.088332598828785,22.06843734143923
2010-04-09,22.822837829589844,22.875494114199576,22.491853624473638,22.529466281177836,54752500,22.138007431030275,21.73728542327881,22.14483300119502,22.098021674307883
2010-04-12,22.807796478271484,22.93567666232257,22.725050054833613,22.755140185093342,37068800,22.19006233215332,21.756779136657716,22.19583019173937,22.12585598034567
2010-04-13,22.905603408813477,22.943214662217645,22.66488650878379,22.6799315840564,41374600,22.244825820922852,21.792904090881347,22.2504281315143,22.15643431087382
2010-04-14,23.183921813964844,23.319324573309647,23.063564124497653,23.161355643925265,68941200,22.30560661315918,21.831151390075682,22.32223533785665,22.19672793844602
2010-04-15,23.221529006958008,23.28170783748572,23.101169911126085,23.183916341142876,52745400,22.36277671813965,21.86940200805664,22.39141177394137,22.236916215642573
2010-04-16,23.071083068847656,23.304275876551078,23.018426767247846,23.161352039287767,88703100,22.40761016845703,21.90209804534912,22.443694181241856,22.26962864125846
2010-04-19,23.349403381347656,23.507372234068047,23.138776809611,23.146299340899034,64970300,22.460868148803712,21.952190589904784,22.513364119711532,22.31197274871294
2010-04-20,23.59012794494629,23.650306784202716,23.41711252665445,23.484813900165015,52199500,22.523153381347655,22.00440216064453,22.596192106268052,22.36209648189856
2010-04-21,23.567556381225586,23.69543657249998,23.492332486103628,23.567556381225586,55343100,22.582128601074217,22.060654754638673,22.670912435110942,22.40936941912707
2010-04-22,23.612688064575195,23.718002082380433,23.24409258919771,23.349406607002948,84847600,22.63508575439453,22.113467178344727,22.743356714300504,22.456558385615235
2010-04-23,23.28923225402832,23.75561933314942,23.05603943185612,23.409591367008524,126766600,22.675706787109377,22.16010997772217,22.785347140433412,22.489212262807904
2010-04-26,23.402070999145508,23.52995122342192,23.21401193019648,23.31932454967935,63649300,22.72144302368164,22.207062950134276,22.832787437257423,22.525010644625063
2010-04-27,23.206491470336914,23.507385720605267,23.131267549075584,23.281715391598244,68730900,22.75905517578125,22.252949600219726,22.86153390134046,22.551735382888275
2010-04-28,23.251619338989258,23.31932070743814,23.033471601035764,23.259141872680978,64557900,22.790047378540038,22.291464080810545,22.89154047346729,22.579181812539296
2010-04-29,23.319320678710938,23.64278245317344,23.071082806296367,23.26666437771036,52665200,22.830668258666993,22.32772201538086,22.92444664310142,22.608206866114656
2010-04-30,22.973285675048828,23.379492325580564,22.958240612309393,23.371969794210848,63214800,22.8466153717041,22.35134220123291,22.928203491712758,22.622523682151293
2010-05-03,23.214008331298828,23.364454702268056,23.003381690209977,23.071083059317946,43989500,22.882722549438476,22.38278568267822,22.950188479373224,22.64571915858845
2010-05-04,22.664880752563477,22.980820079162104,22.379031568868044,22.958253906761694,82085600,22.898971176147462,22.403848419189455,22.92824173115709,22.646470593646296
2010-05-05,22.454248428344727,22.634784924645025,22.333890764144527,22.394069596244627,66833800,22.901378631591797,22.42671642303467,22.89178070786383,22.638932469516824
2010-05-06,21.7998104095459,22.476822878922547,20.994917695471,22.25867507018851,128613000,22.892051162719728,22.431982307434083,22.807782992608605,22.606025722066985
2010-05-07,21.220579147338867,21.777235109646632,20.551089494660594,21.762190043686648,173718100,22.863465881347658,22.42611488342285,22.685690389126318,22.55169448384235
2010-05-10,21.769718170166016,22.17592501202095,21.59670273672462,21.822374479778986,86653300,22.85353645324707,22.43017711639404,22.615230987667832,22.521028746051122
2010-05-11,21.724576950073242,22.303799065114138,21.491384171401148,21.574130597771685,63789400,22.840296859741212,22.42807075500488,22.546719138622095,22.489795342287284
2010-05-12,22.145830154418945,22.25114274438612,21.754667056288824,21.79980081844955,47146800,22.843004989624024,22.44281452178955,22.515881524452624,22.476306511390487
2010-05-13,21.99538803100586,22.363983625575383,21.950254257223843,22.010433100525464,45188800,22.822544326782225,22.454549446105958,22.47584356341826,22.457446963140107
2010-05-14,21.762187957763672,21.97281312190903,21.544038826583037,21.965292024426404,63334000,22.78011833190918,22.459062881469727,22.42094697836791,22.430181904105737
2010-05-17,21.769718170166016,21.987865943530725,21.401122568098394,21.90512092904327,46053300,22.73859519958496,22.46432876586914,22.37085245466007,22.404281365519868
2010-05-18,21.61102867126465,21.913280528231528,21.45990202215594,21.815049215186242,52690600,22.68681221008301,22.46581901550293,22.312404471321962,22.373173416725546
2010-05-19,21.339006423950195,21.679040745797757,20.99897354335352,21.550583495460998,61746700,22.613015594482423,22.459311103820802,22.237527698447213,22.332617848381414
